model_id,error,n_unique_reactions,n_unique_compounds,n_reactions_with_direction_gc,n_reactions_with_direction_eq,n_reactions_with_direction_dgpms,n_reactions_with_direction_graded,n_reactions_with_direction_graded_trusted,n_reactions_with_direction_graded_heldout,fba_n_overrides_implicit,fba_n_bounds_changed_implicit,fba_status_implicit,fba_growth_flux_implicit,fba_grows_implicit,fba_n_overrides_gc,fba_n_bounds_changed_gc,fba_status_gc,fba_growth_flux_gc,fba_grows_gc,fba_n_overrides_eq,fba_n_bounds_changed_eq,fba_status_eq,fba_growth_flux_eq,fba_grows_eq,fba_n_overrides_dgpms,fba_n_bounds_changed_dgpms,fba_status_dgpms,fba_growth_flux_dgpms,fba_grows_dgpms,fba_n_overrides_graded,fba_n_bounds_changed_graded,fba_status_graded,fba_growth_flux_graded,fba_grows_graded,fba_n_overrides_graded_trusted,fba_n_bounds_changed_graded_trusted,fba_status_graded_trusted,fba_growth_flux_graded_trusted,fba_grows_graded_trusted,fba_n_overrides_graded_heldout,fba_n_bounds_changed_graded_heldout,fba_status_graded_heldout,fba_growth_flux_graded_heldout,fba_grows_graded_heldout
GCF_000299475.1,,178,150,157,133,164,165,140,165,0,0,optimal,81.09450129376927,True,157,59,optimal,109.95680896543843,True,133,36,optimal,60.950585328787746,True,164,64,optimal,81.26744710505044,True,165,59,optimal,81.26744710505022,True,140,41,optimal,81.26744710504904,True,165,60,optimal,81.26744710505022,True
GCF_000299955.1,,156,137,137,111,140,141,128,141,0,0,optimal,58.39075090505664,True,137,49,optimal,97.317918175094,True,111,26,optimal,38.927167270037735,True,140,49,optimal,56.428419609252245,True,141,46,optimal,56.42841960925179,True,128,35,optimal,56.42841960925179,True,141,47,optimal,56.42841960925199,True
GCF_000299965.1,,115,125,99,78,102,103,92,103,0,0,optimal,0.0,False,99,32,optimal,0.0,False,78,17,optimal,0.0,False,102,33,optimal,0.0,False,103,31,optimal,0.0,False,92,23,optimal,0.0,False,103,32,optimal,0.0,False
GCF_000299995.1,,153,137,135,110,138,139,127,139,0,0,optimal,58.39075090505663,True,135,48,optimal,97.31791817509392,True,110,25,optimal,38.92716727003779,True,138,49,optimal,56.428419609252025,True,139,45,optimal,56.428419609252046,True,127,35,optimal,56.428419609252046,True,139,46,optimal,56.42841960925195,True
GCF_000300005.1,,143,131,120,94,124,125,112,125,0,0,optimal,0.0,False,120,39,optimal,0.0,False,94,21,optimal,0.0,False,124,40,optimal,0.0,False,125,37,optimal,0.0,False,112,27,optimal,0.0,False,125,38,optimal,0.0,False
GCF_000300035.1,,34,57,30,12,31,31,30,31,0,0,optimal,0.0,False,30,9,optimal,0.0,False,12,3,optimal,0.0,False,31,10,optimal,0.0,False,31,9,optimal,0.0,False,30,8,optimal,0.0,False,31,9,optimal,0.0,False
GCF_000300045.1,,62,75,60,42,62,62,56,62,0,0,optimal,0.0,False,60,22,optimal,0.0,False,42,11,optimal,0.0,False,62,22,optimal,0.0,False,62,22,optimal,0.0,False,56,16,optimal,0.0,False,62,22,optimal,0.0,False
GCF_000300075.1,,34,57,30,12,31,31,30,31,0,0,optimal,0.0,False,30,9,optimal,0.0,False,12,3,optimal,0.0,False,31,10,optimal,0.0,False,31,9,optimal,0.0,False,30,8,optimal,0.0,False,31,9,optimal,0.0,False
GCF_000300095.1,,173,152,153,127,156,157,138,157,0,0,optimal,87.21121348365857,True,153,58,optimal,108.52343020858201,True,127,32,optimal,65.97408537926279,True,156,57,optimal,82.75063097356137,True,157,53,optimal,65.97408537926304,True,138,39,optimal,65.97408537926314,True,157,53,optimal,65.97408537926304,True
GCF_000300135.1,,76,81,70,53,72,73,67,73,0,0,optimal,0.0,False,70,22,optimal,39.80663528842298,True,53,9,optimal,31.903956329864187,True,72,22,optimal,31.903956329864208,True,73,20,optimal,31.903956329864208,True,67,15,optimal,31.903956329864208,True,73,20,optimal,31.903956329864208,True
GCF_000300175.1,,155,137,136,110,139,140,127,140,0,0,optimal,38.927167270037835,True,136,49,optimal,77.85433454007533,True,110,26,optimal,19.46358363501886,True,139,49,optimal,37.61894640616798,True,140,46,optimal,37.61894640616802,True,127,35,optimal,37.61894640616783,True,140,47,optimal,37.61894640616802,True
GCF_000300235.2,,160,141,139,113,143,144,128,144,0,0,optimal,58.39075090505671,True,139,52,optimal,91.34165432383365,True,113,29,optimal,38.92716727003781,True,143,52,optimal,38.92716727003784,True,144,49,optimal,38.927167270037664,True,128,36,optimal,38.92716727003759,True,144,49,optimal,38.927167270037664,True
GCF_000300255.2,,61,81,58,43,60,60,56,60,0,0,optimal,0.0,False,58,17,optimal,0.0,False,43,5,optimal,0.0,False,60,15,optimal,0.0,False,60,14,optimal,0.0,False,56,10,optimal,0.0,False,60,14,optimal,0.0,False
GCF_000300295.3,,96,109,85,64,87,88,83,88,0,0,optimal,0.0,False,85,22,optimal,0.0,False,64,10,optimal,0.0,False,87,26,optimal,0.0,False,88,22,optimal,0.0,False,83,19,optimal,0.0,False,88,23,optimal,0.0,False
GCF_000300295.4,,97,111,86,65,88,89,84,89,0,0,optimal,0.0,False,86,22,optimal,0.0,False,65,10,optimal,0.0,False,88,26,optimal,0.0,False,89,22,optimal,0.0,False,84,19,optimal,0.0,False,89,23,optimal,0.0,False
GCF_000300455.3,,180,150,159,135,166,167,145,167,0,0,optimal,87.21121348365865,True,159,58,optimal,109.95680896543952,True,135,35,optimal,65.97408537926326,True,166,61,optimal,87.96544717235062,True,167,56,optimal,86.93412675213006,True,145,40,optimal,86.93412675213,True,167,57,optimal,86.93412675213006,True
GCF_000300475.1,,164,138,147,119,150,151,135,151,0,0,optimal,81.09450129376924,True,147,53,optimal,108.66765844016288,True,119,29,optimal,60.95058532878765,True,150,54,optimal,65.97408537926299,True,151,51,optimal,64.53592930304053,True,135,38,optimal,64.53592930304113,True,151,51,optimal,64.53592930304062,True
GCF_000302475.2,,91,98,85,68,87,88,82,88,0,0,optimal,0.0,False,85,28,optimal,0.0,False,68,13,optimal,0.0,False,87,28,optimal,0.0,False,88,25,optimal,0.0,False,82,20,optimal,0.0,False,88,25,optimal,0.0,False
GCF_000302515.1,,119,110,103,79,107,108,94,108,0,0,optimal,0.0,False,103,38,optimal,0.0,False,79,21,optimal,0.0,False,107,42,optimal,40.19320875448281,True,108,40,optimal,40.19320875448282,True,94,30,optimal,39.76214286140315,True,108,40,optimal,40.19320875448282,True
GCF_000302535.1,,151,136,136,111,139,140,123,140,0,0,optimal,35.32314496088822,True,136,52,optimal,73.1840170288753,True,111,27,optimal,35.323144960888406,True,139,50,optimal,40.51478080490705,True,140,47,optimal,38.164515778164954,True,123,33,optimal,38.1645157781647,True,140,47,optimal,38.164515778164954,True
GCF_000302575.1,,150,135,135,110,138,139,123,139,0,0,optimal,38.16451577816505,True,135,50,optimal,112.59672058298085,True,110,26,optimal,38.164515778164954,True,138,50,optimal,38.16451577816497,True,139,47,optimal,38.16451577816497,True,123,33,optimal,38.16451577816491,True,139,47,optimal,38.16451577816497,True
GCF_000303155.1,,73,92,65,49,68,68,64,68,0,0,optimal,0.0,False,65,17,optimal,0.0,False,49,8,optimal,0.0,False,68,19,optimal,0.0,False,68,18,optimal,0.0,False,64,14,optimal,0.0,False,68,18,optimal,0.0,False
GCF_000304215.1,,103,111,94,75,96,97,90,97,0,0,optimal,0.0,False,94,30,optimal,44.331861219995034,True,75,14,optimal,34.457163285318245,True,96,30,optimal,34.45716328531823,True,97,28,optimal,34.457163285318245,True,90,22,optimal,34.457163285318245,True,97,28,optimal,34.457163285318245,True
GCF_000304315.1,,151,142,136,113,139,140,123,140,0,0,optimal,56.142347049532724,True,136,50,optimal,101.58430888131291,True,113,28,optimal,37.42823136635495,True,139,49,optimal,40.63372355252528,True,140,46,optimal,40.63372355252519,True,123,33,optimal,40.633723552525154,True,140,46,optimal,40.63372355252519,True
GCF_000304355.2,,74,98,61,43,66,66,62,66,0,0,optimal,0.0,False,61,16,optimal,0.0,False,43,6,optimal,0.0,False,66,18,optimal,0.0,False,66,16,optimal,0.0,False,62,16,optimal,0.0,False,66,16,optimal,0.0,False
GCF_000304375.1,,101,102,82,62,87,88,77,88,0,0,optimal,18.598526624720783,True,82,21,optimal,18.598526624720712,True,62,10,optimal,18.59852662472078,True,87,26,optimal,18.598526624720808,True,88,25,optimal,18.598526624720808,True,77,15,optimal,18.59852662472079,True,88,25,optimal,18.598526624720808,True
GCF_000304415.1,,165,138,145,120,149,150,133,150,0,0,optimal,33.58291032859101,True,145,54,optimal,44.88177819040522,True,120,31,optimal,33.6151685086381,True,149,57,optimal,36.46534151615607,True,150,53,optimal,33.61516850863784,True,133,40,optimal,33.61516850863808,True,150,53,optimal,33.61516850863775,True
GCF_000304455.1,,41,59,39,22,41,41,41,41,0,0,optimal,0.0,False,39,11,optimal,0.0,False,22,6,optimal,0.0,False,41,13,optimal,0.0,False,41,12,optimal,0.0,False,41,12,optimal,0.0,False,41,12,optimal,0.0,False
GCF_000304495.1,,72,89,63,42,65,66,62,66,0,0,optimal,0.0,False,63,18,optimal,0.0,False,42,6,optimal,0.0,False,65,19,optimal,0.0,False,66,17,optimal,0.0,False,62,15,optimal,0.0,False,66,17,optimal,0.0,False
GCF_000304515.1,,72,89,63,42,65,66,62,66,0,0,optimal,0.0,False,63,18,optimal,0.0,False,42,6,optimal,0.0,False,65,19,optimal,0.0,False,66,17,optimal,0.0,False,62,15,optimal,0.0,False,66,17,optimal,0.0,False
GCF_000304535.1,,72,89,63,42,65,66,62,66,0,0,optimal,0.0,False,63,18,optimal,0.0,False,42,6,optimal,0.0,False,65,19,optimal,0.0,False,66,17,optimal,0.0,False,62,15,optimal,0.0,False,66,17,optimal,0.0,False
GCF_000304735.1,,60,74,58,40,60,60,54,60,0,0,optimal,0.0,False,58,22,optimal,0.0,False,40,11,optimal,0.0,False,60,22,optimal,0.0,False,60,22,optimal,0.0,False,54,16,optimal,0.0,False,60,22,optimal,0.0,False
GCF_000305775.1,,85,92,73,57,77,78,74,78,0,0,optimal,0.0,False,73,17,optimal,0.0,False,57,9,optimal,0.0,False,77,21,optimal,0.0,False,78,18,optimal,0.0,False,74,17,optimal,0.0,False,78,18,optimal,0.0,False
GCF_000305785.2,,146,136,127,103,131,132,118,132,0,0,optimal,45.3501884867209,True,127,46,optimal,53.541531725628,True,103,25,optimal,38.92716727003799,True,131,48,optimal,38.92716727003772,True,132,45,optimal,38.92716727003772,True,118,34,optimal,38.92716727003772,True,132,46,optimal,38.92716727003772,True
GCF_000305815.1,,85,92,73,57,77,78,74,78,0,0,optimal,0.0,False,73,17,optimal,0.0,False,57,9,optimal,0.0,False,77,21,optimal,0.0,False,78,18,optimal,0.0,False,74,17,optimal,0.0,False,78,18,optimal,0.0,False
GCF_000305935.1,,93,103,82,65,86,87,78,87,0,0,optimal,0.0,False,82,22,optimal,0.0,False,65,10,optimal,0.0,False,86,24,optimal,0.0,False,87,22,optimal,0.0,False,78,17,optimal,0.0,False,87,22,optimal,0.0,False
GCF_000306725.1,,72,93,62,44,66,66,60,66,0,0,optimal,0.0,False,62,18,optimal,0.0,False,44,7,optimal,0.0,False,66,19,optimal,0.0,False,66,18,optimal,0.0,False,60,15,optimal,0.0,False,66,18,optimal,0.0,False
GCF_000306745.1,,159,135,144,117,147,148,132,148,0,0,optimal,75.34505343578817,True,144,53,optimal,100.94427763713988,True,117,29,optimal,53.817895311277255,True,147,54,optimal,64.53592930304043,True,148,51,optimal,53.81789531127726,True,132,38,optimal,53.817895311277304,True,148,51,optimal,53.817895311277255,True
GCF_000306765.2,,127,127,111,89,116,116,101,116,0,0,optimal,0.0,False,111,39,optimal,0.0,False,89,19,optimal,0.0,False,116,38,optimal,0.0,False,116,35,optimal,0.0,False,101,26,optimal,0.0,False,116,36,optimal,0.0,False
GCF_000306785.1,,141,126,126,100,128,129,113,129,0,0,optimal,53.96324024074778,True,126,43,optimal,82.7506309735613,True,100,22,optimal,35.97549349383283,True,128,46,optimal,41.3753154867805,True,129,41,optimal,40.5257541167412,True,113,28,optimal,38.92716727003744,True,129,42,optimal,40.5257541167412,True
GCF_000306805.1,,81,90,77,61,80,81,79,81,0,0,optimal,0.0,False,77,22,optimal,0.0,False,61,11,optimal,0.0,False,80,24,optimal,0.0,False,81,22,optimal,0.0,False,79,20,optimal,0.0,False,81,23,optimal,0.0,False
GCF_000306825.1,,122,124,111,89,112,113,104,113,0,0,optimal,68.97697736614558,True,111,35,optimal,103.43828871695126,True,89,18,optimal,53.96324024074793,True,112,35,optimal,62.06297323017085,True,113,31,optimal,58.39075090505695,True,104,24,optimal,58.39075090505688,True,113,31,optimal,58.39075090505695,True
GCF_000306845.1,,122,123,107,86,111,112,104,112,0,0,optimal,39.04768552165508,True,107,34,optimal,68.02528273008143,True,86,17,optimal,39.04768552165503,True,111,37,optimal,56.11992453740821,True,112,33,optimal,54.0967710088191,True,104,28,optimal,54.09677100881913,True,112,34,optimal,54.0967710088191,True
GCF_000306865.1,,125,124,110,89,114,115,105,115,0,0,optimal,39.04768552165508,True,110,36,optimal,68.02528273008143,True,89,18,optimal,39.0476855216582,True,114,39,optimal,56.11992453740821,True,115,35,optimal,54.0967710088191,True,105,28,optimal,54.09677100881913,True,115,36,optimal,54.0967710088191,True
GCF_000306885.1,,67,82,62,43,63,63,59,63,0,0,optimal,0.0,False,62,14,optimal,0.0,False,43,5,optimal,0.0,False,63,15,optimal,0.0,False,63,14,optimal,0.0,False,59,11,optimal,0.0,False,63,14,optimal,0.0,False
GCF_000306905.1,,113,111,103,82,106,107,99,107,0,0,optimal,0.0,False,103,36,optimal,0.0,False,82,19,optimal,0.0,False,106,39,optimal,0.0,False,107,35,optimal,0.0,False,99,29,optimal,0.0,False,107,35,optimal,0.0,False
GCF_000306945.1,,137,130,119,101,123,124,107,124,0,0,optimal,31.62887938089636,True,119,42,optimal,88.47008678915479,True,101,24,optimal,33.88799509301834,True,123,46,optimal,38.96675745921143,True,124,41,optimal,36.49465216490844,True,107,27,optimal,36.494652164908416,True,124,42,optimal,36.49465216490844,True
GCF_000306985.1,,114,112,104,83,107,108,100,108,0,0,optimal,0.0,False,104,37,optimal,0.0,False,83,20,optimal,0.0,False,107,40,optimal,0.0,False,108,36,optimal,0.0,False,100,30,optimal,0.0,False,108,36,optimal,0.0,False
GCF_000307005.1,,114,112,104,83,107,108,100,108,0,0,optimal,0.0,False,104,37,optimal,0.0,False,83,20,optimal,0.0,False,107,40,optimal,0.0,False,108,36,optimal,0.0,False,100,30,optimal,0.0,False,108,36,optimal,0.0,False
GCF_000307025.1,,113,111,103,82,106,107,99,107,0,0,optimal,0.0,False,103,36,optimal,0.0,False,82,19,optimal,0.0,False,106,39,optimal,0.0,False,107,35,optimal,0.0,False,99,29,optimal,0.0,False,107,35,optimal,0.0,False
GCF_000307045.1,,112,111,102,81,105,106,98,106,0,0,optimal,0.0,False,102,36,optimal,0.0,False,81,18,optimal,0.0,False,105,38,optimal,0.0,False,106,34,optimal,0.0,False,98,28,optimal,0.0,False,106,34,optimal,0.0,False
GCF_000307065.1,,113,111,103,82,106,107,99,107,0,0,optimal,0.0,False,103,36,optimal,0.0,False,82,19,optimal,0.0,False,106,39,optimal,0.0,False,107,35,optimal,0.0,False,99,29,optimal,0.0,False,107,35,optimal,0.0,False
GCF_000307085.1,,113,111,103,82,106,107,99,107,0,0,optimal,0.0,False,103,36,optimal,0.0,False,82,19,optimal,0.0,False,106,39,optimal,0.0,False,107,35,optimal,0.0,False,99,29,optimal,0.0,False,107,35,optimal,0.0,False
GCF_000307105.1,,123,127,105,88,110,111,97,111,0,0,optimal,54.55631461183534,True,105,33,optimal,56.65394663728214,True,88,20,optimal,39.76214286140305,True,110,39,optimal,40.1932087544828,True,111,35,optimal,40.19320875448278,True,97,25,optimal,39.762142861403085,True,111,35,optimal,40.19320875448278,True
GCF_000307165.1,,96,107,91,74,93,94,90,94,0,0,optimal,29.597083799333152,True,91,30,optimal,35.64463546008538,True,74,16,optimal,14.275247470336932,True,93,30,optimal,14.566721959515439,True,94,27,optimal,14.275247470336932,True,90,23,optimal,14.275247470336932,True,94,28,optimal,14.275247470336932,True
GCF_000307185.1,,94,106,87,69,90,91,86,91,0,0,optimal,0.0,False,87,28,optimal,0.0,False,69,16,optimal,0.0,False,90,30,optimal,0.0,False,91,27,optimal,0.0,False,86,23,optimal,0.0,False,91,28,optimal,0.0,False
GCF_000307535.1,,86,94,83,65,85,86,83,86,0,0,optimal,0.0,False,83,27,optimal,0.0,False,65,16,optimal,0.0,False,85,28,optimal,0.0,False,86,26,optimal,0.0,False,83,23,optimal,0.0,False,86,27,optimal,0.0,False
GCF_000307615.1,,113,111,103,82,106,107,99,107,0,0,optimal,0.0,False,103,36,optimal,0.0,False,82,19,optimal,0.0,False,106,39,optimal,0.0,False,107,35,optimal,0.0,False,99,29,optimal,0.0,False,107,35,optimal,0.0,False
GCF_000307795.1,,87,97,74,53,78,79,73,79,0,0,optimal,13.70007896725519,True,74,21,optimal,14.812124494128932,True,53,9,optimal,12.276611704276094,True,78,23,optimal,13.162106610957588,True,79,23,optimal,13.162106610957588,True,73,17,optimal,13.162106610957576,True,79,23,optimal,13.162106610957588,True
GCF_000307815.1,,87,97,74,53,78,79,73,79,0,0,optimal,13.70007896725519,True,74,21,optimal,14.812124494128932,True,53,9,optimal,12.276611704276094,True,78,23,optimal,13.162106610957588,True,79,23,optimal,13.162106610957588,True,73,17,optimal,13.162106610957576,True,79,23,optimal,13.162106610957588,True
GCF_000307835.1,,87,97,74,53,78,79,73,79,0,0,optimal,13.70007896725519,True,74,21,optimal,14.812124494128932,True,53,9,optimal,12.276611704276094,True,78,23,optimal,13.162106610957588,True,79,23,optimal,13.162106610957588,True,73,17,optimal,13.162106610957576,True,79,23,optimal,13.162106610957588,True
GCF_000309565.2,,108,108,99,80,101,102,95,102,0,0,optimal,0.0,False,99,36,optimal,0.0,False,80,20,optimal,0.0,False,101,37,optimal,0.0,False,102,34,optimal,0.0,False,95,29,optimal,0.0,False,102,33,optimal,0.0,False
GCF_000309885.1,,128,119,115,92,118,119,106,119,0,0,optimal,17.306420119405622,True,115,43,optimal,44.064122110495084,True,92,25,optimal,17.665215027621702,True,118,43,optimal,24.114561529750688,True,119,43,optimal,24.11456152975074,True,106,32,optimal,24.114561529750414,True,119,42,optimal,24.11456152975074,True
GCF_000310065.1,,127,114,113,90,116,117,102,117,0,0,optimal,0.0,False,113,43,optimal,0.0,False,90,24,optimal,0.0,False,116,46,optimal,40.193208754481226,True,117,43,optimal,40.19320875448257,True,102,31,optimal,39.76214286140313,True,117,43,optimal,40.19320875448257,True
GCF_000310085.1,,154,135,136,111,139,140,127,140,0,0,optimal,61.9540743977884,True,136,48,optimal,96.90716773421609,True,111,25,optimal,54.03433882232196,True,139,48,optimal,62.062973230170904,True,140,45,optimal,62.06297323017091,True,127,34,optimal,62.06297323017103,True,140,46,optimal,62.06297323017097,True
GCF_000310105.2,,147,132,130,105,132,133,121,133,0,0,optimal,46.967640525782876,True,130,45,optimal,92.38946883241243,True,105,22,optimal,37.42823136635503,True,132,45,optimal,58.8155720108458,True,133,41,optimal,58.81557201084568,True,121,32,optimal,58.81557201084557,True,133,41,optimal,58.81557201084536,True
GCF_000311765.1,,131,115,117,91,119,120,107,120,0,0,optimal,71.22403183984798,True,117,47,optimal,89.47123190186245,True,91,24,optimal,56.14234704953252,True,119,47,optimal,65.97408537926302,True,120,44,optimal,65.97408537926292,True,107,32,optimal,65.97408537926313,True,120,45,optimal,65.97408537926292,True
GCF_000312685.1,,99,111,90,72,92,93,87,93,0,0,optimal,0.0,False,90,28,optimal,0.0,False,72,14,optimal,0.0,False,92,30,optimal,0.0,False,93,27,optimal,0.0,False,87,22,optimal,0.0,False,93,28,optimal,0.0,False
GCF_000312705.1,,112,122,105,84,107,108,98,108,0,0,optimal,30.166959034777953,True,105,36,optimal,44.361636057137844,True,84,19,optimal,27.839101131102662,True,107,40,optimal,29.57442403809199,True,108,37,optimal,29.574424038091887,True,98,28,optimal,29.574424038091845,True,108,38,optimal,29.574424038091887,True
GCF_000313175.2,,98,111,89,70,91,92,88,92,0,0,optimal,0.0,False,89,28,optimal,0.0,False,70,16,optimal,0.0,False,91,29,optimal,0.0,False,92,27,optimal,0.0,False,88,23,optimal,0.0,False,92,28,optimal,0.0,False
GCF_000313385.1,,102,105,91,68,93,94,85,94,0,0,optimal,0.0,False,91,29,optimal,0.0,False,68,13,optimal,0.0,False,93,32,optimal,0.0,False,94,28,optimal,0.0,False,85,21,optimal,0.0,False,94,29,optimal,0.0,False
GCF_000313635.1,,58,74,54,39,57,57,54,57,0,0,optimal,0.0,False,54,15,optimal,0.0,False,39,7,optimal,0.0,False,57,16,optimal,0.0,False,57,15,optimal,0.0,False,54,12,optimal,0.0,False,57,15,optimal,0.0,False
GCF_000315955.1,,90,101,77,56,81,82,76,82,0,0,optimal,14.761158550194454,True,77,21,optimal,16.06029935755585,True,56,8,optimal,13.121847640127541,True,81,22,optimal,14.138520171992283,True,82,22,optimal,14.138520171992283,True,76,16,optimal,14.138520171992246,True,82,22,optimal,14.138520171992283,True
GCF_000316175.1,,160,139,138,112,141,142,125,142,0,0,optimal,50.168289527219095,True,138,50,optimal,128.6283925738541,True,112,25,optimal,40.63372355252521,True,141,50,optimal,58.815572010845784,True,142,46,optimal,40.63372355252516,True,125,32,optimal,40.63372355252517,True,142,46,optimal,40.633723552525,True
GCF_000316515.1,,109,110,101,81,104,105,93,105,0,0,optimal,6.2470229031477205,True,101,35,optimal,30.508418988897603,True,81,17,optimal,14.552392067636362,True,104,38,optimal,30.508418988897848,True,105,36,optimal,30.508418988897642,True,93,25,optimal,30.014913660224998,True,105,37,optimal,30.508418988897848,True
GCF_000316575.1,,122,128,111,91,113,114,103,114,0,0,optimal,15.724481917632064,True,111,39,optimal,18.90877461686097,True,91,18,optimal,17.512858816586064,True,113,40,optimal,18.908774616860974,True,114,37,optimal,18.908774616860974,True,103,27,optimal,18.908774616860768,True,114,38,optimal,18.908774616860974,True
GCF_000316605.1,,116,120,109,89,111,112,100,112,0,0,optimal,15.300931061655099,True,109,37,optimal,35.76071077988734,True,89,20,optimal,17.88035538994378,True,111,39,optimal,17.880355389943723,True,112,36,optimal,17.880355389943734,True,100,25,optimal,17.880355389943727,True,112,37,optimal,17.880355389943734,True
GCF_000316625.1,,115,124,105,85,107,108,100,108,0,0,optimal,25.531176119159028,True,105,36,optimal,37.817549233722126,True,85,19,optimal,27.391631856467743,True,107,38,optimal,29.06993645311885,True,108,35,optimal,29.069936453118782,True,100,28,optimal,29.069936453118782,True,108,36,optimal,29.069936453118782,True
GCF_000316645.1,,127,137,116,96,119,120,111,120,0,0,optimal,17.908566025301223,True,116,41,optimal,44.771415063253315,True,96,22,optimal,25.13870279265845,True,119,43,optimal,25.13870279265864,True,120,40,optimal,25.138702792658318,True,111,32,optimal,25.138702792658275,True,120,41,optimal,25.138702792658318,True
GCF_000316665.1,,121,123,111,90,113,114,101,114,0,0,optimal,15.724481917632001,True,111,39,optimal,18.908774616860956,True,90,19,optimal,17.512858816586085,True,113,42,optimal,18.908774616860953,True,114,39,optimal,18.908774616860953,True,101,27,optimal,18.908774616860974,True,114,40,optimal,18.908774616860953,True
GCF_000316685.1,,107,113,97,78,99,100,91,100,0,0,optimal,0.0,False,97,34,optimal,0.0,False,78,18,optimal,0.0,False,99,36,optimal,0.0,False,100,34,optimal,0.0,False,91,26,optimal,0.0,False,100,34,optimal,0.0,False
GCF_000317025.1,,126,121,113,93,117,118,107,118,0,0,optimal,36.14107306460035,True,113,40,optimal,82.81608973837166,True,93,22,optimal,42.61648149805453,True,117,42,optimal,42.61648149805454,True,118,39,optimal,42.61648149805454,True,107,30,optimal,42.61648149805454,True,118,40,optimal,42.61648149805454,True
GCF_000317045.1,,122,118,111,91,114,115,102,115,0,0,optimal,30.8255229164643,True,111,42,optimal,62.67998108855517,True,91,22,optimal,33.815142759079464,True,114,44,optimal,36.41017518755811,True,115,41,optimal,36.41017518755811,True,102,30,optimal,36.41017518755789,True,115,42,optimal,36.41017518755811,True
GCF_000317065.1,,106,110,99,80,101,102,91,102,0,0,optimal,0.0,False,99,34,optimal,0.0,False,80,16,optimal,0.0,False,101,36,optimal,0.0,False,102,34,optimal,0.0,False,91,23,optimal,0.0,False,102,35,optimal,0.0,False
GCF_000317085.1,,109,110,98,79,101,102,90,102,0,0,optimal,0.0,False,98,33,optimal,0.0,False,79,15,optimal,0.0,False,101,36,optimal,0.0,False,102,33,optimal,0.0,False,90,23,optimal,0.0,False,102,34,optimal,0.0,False
GCF_000317105.1,,128,123,116,94,119,120,107,120,0,0,optimal,57.08479375264023,True,116,45,optimal,103.13551297348066,True,94,23,optimal,38.05652916842677,True,119,46,optimal,41.37531548678052,True,120,43,optimal,41.3753154867806,True,107,32,optimal,41.3753154867806,True,120,44,optimal,41.3753154867806,True
GCF_000317125.1,,125,121,113,93,117,118,104,118,0,0,optimal,32.215301301659245,True,113,43,optimal,58.65697318286823,True,93,21,optimal,29.574424038091877,True,117,45,optimal,29.57442403809186,True,118,42,optimal,29.57442403809186,True,104,30,optimal,29.57442403809189,True,118,43,optimal,29.57442403809186,True
GCF_000317305.3,,160,137,143,119,147,148,130,148,0,0,optimal,73.21670261258097,True,143,55,optimal,144.8136042037309,True,119,33,optimal,57.08479375264005,True,147,56,optimal,82.75063097356114,True,148,53,optimal,76.06736090811434,True,130,38,optimal,76.06736090811464,True,148,54,optimal,76.06736090811434,True
GCF_000317435.1,,113,113,103,82,105,106,95,106,0,0,optimal,15.724481917632058,True,103,37,optimal,18.908774616860967,True,82,18,optimal,17.512858816586167,True,105,40,optimal,18.908774616860963,True,106,37,optimal,18.908774616860963,True,95,27,optimal,18.90877461686088,True,106,38,optimal,18.908774616860963,True
GCF_000317475.1,,123,120,110,90,113,114,102,114,0,0,optimal,31.306571953850984,True,110,41,optimal,58.656973182869685,True,90,21,optimal,27.83910113110269,True,113,43,optimal,29.574424038092022,True,114,40,optimal,29.574424038092033,True,102,30,optimal,29.574424038091838,True,114,41,optimal,29.574424038092033,True
GCF_000317495.1,,111,112,103,82,106,107,95,107,0,0,optimal,38.056529168426714,True,103,41,optimal,62.062973230170925,True,82,20,optimal,19.028264584213403,True,106,42,optimal,20.68765774339031,True,107,40,optimal,20.68765774339031,True,95,29,optimal,20.687657743390318,True,107,41,optimal,20.68765774339031,True
GCF_000317515.1,,128,130,120,99,122,123,112,123,0,0,optimal,57.084793752640266,True,120,45,optimal,103.13551297348044,True,99,23,optimal,38.05652916842684,True,122,45,optimal,41.375315486780586,True,123,43,optimal,41.375315486780565,True,112,32,optimal,41.37531548678061,True,123,44,optimal,41.375315486780565,True
GCF_000317555.1,,121,125,112,92,115,116,104,116,0,0,optimal,30.8255229164644,True,112,40,optimal,62.67998108855451,True,92,21,optimal,33.815142759079066,True,115,42,optimal,36.41017518755904,True,116,40,optimal,36.410175187558856,True,104,29,optimal,36.41017518755796,True,116,41,optimal,36.41017518755904,True
GCF_000317575.1,,128,121,118,97,120,121,106,121,0,0,optimal,33.303027578237135,True,118,45,optimal,62.67998108855432,True,97,23,optimal,35.76071077988759,True,120,47,optimal,38.67581736505525,True,121,44,optimal,38.67581736505494,True,106,30,optimal,38.67581736505526,True,121,45,optimal,38.67581736505494,True
GCF_000317615.1,,114,116,102,82,105,106,96,106,0,0,optimal,26.983197562877574,True,102,36,optimal,37.817549233722076,True,82,18,optimal,29.06993645311873,True,105,38,optimal,29.069936453118856,True,106,36,optimal,29.06993645311892,True,96,27,optimal,29.069936453118984,True,106,36,optimal,29.06993645311892,True
